book_name,book_id,chapter_name,section_name,exercise,exercise_summary,page_number
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 4 Conditional Probability,General,Exercise 55. Analysis of the Effectiveness of a Retargeting Strategy,"An e- commerce company is evaluating the effectiveness of its retargeting campaign. The marketing managers want to understand how effective it is in converting site visitors into buyers. After collecting the data, the company observed that: • 60% of site visitors viewed retargeting ads. • Among those who saw the retargeting ads, 25% made a purchase. • Overall, 20% of site visitors made a purchase. Management wants to determine the probability that a visitor who made a purchase saw the retargeting ads. Solution",91
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 4 Conditional Probability,General,Exercise 56. Corporate Risk Analysis in the Insurance Sector,"An insurance company wants to analyze the risk of claims for customers who have auto insurance. After analyzing historical data, the company gathers the following information: • 10% of customers are involved in an accident annually. • 5% of customers are classified as high-risk. • 30% of high-risk customers had at least one accident in the past year. The company wants to know the probability that a customer who has had an accident belongs to the high-risk category.",92
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 4 Conditional Probability,General,Exercise 57. Production Analysis of a Manufacturing Plant,"A factory produces electronic components, including printed circuits, and wants to analyze the production process. The management has decided to focus on the product quality associated with a particular supplier of materials. • 12% of the components produced are defective. • 8% of the components were produced using materials from a specific supplier. • 20% of the defective components were produced with materials from the specified supplier. The management aims to determine the probability that a component produced with materials from the supplier is defective. Solution",94
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 4 Conditional Probability,General,Exercise 58. Performance Analysis of a Loyalty Program,"A retail company has implemented a loyalty program to increase sales. The management wants to analyze the effectiveness of the program by observing the relationship between participation in the program and the number of purchases over 100 euros. • 40% of customers are enrolled in the loyalty program. • Among the enrolled customers, 25% make purchases over 100 euros. • Among all customers, 15% make purchases over 100 euros. The management intends to determine the probability that a customer who made a purchase over 100 euros is enrolled in the loyalty program. Definition of events: • 'I' represents the event 'the customer is enrolled in the loyalty program'. • 'A' represents the event 'the customer makes a purchase over 100 euros'. Calculate this probability and analyze what this data indicates about the effectiveness of the program. Solution",95
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.1 Binomial Distribution,Exercise 59. Sales Forecasting on an Ecommerce Site,"An ecommerce company has launched a new advertising campaign and wishes to predict the effectiveness of this initiative. For a sample of 1000 site visitors, the analyst has determined that the probability of a single visitor making a purchase is, on average, 15%. Calculate the probability that more than 200 of these visitors will make a purchase. Assume that the purchasing decisions of different visitors are independent of each other. Solution",99
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.1 Binomial Distribution,Exercise 60. Analysis of Fraudulent Claims,"A financial company conducts an analysis on the reimbursement claims received from its clients, noting that historically 2% of the claims turn out to be fraudulent. In a specific month, 300 claims are submitted to the department. Calculate the probability that at least 10 of these claims are fraudulent. Assume that each claim is independent of the others. Solution",101
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.2 Poisson Distribution,Exercise 61. Customer Flow Management in a Retail Store,"In a shopping mall, an electronics store has observed that the average number of customers entering one of its branches in an hour is 25. The staff management has identified 30 customers as the maximum manageable number of people at the same time without compromising the quality of service. You want to calculate the probability that more than 30 customers will enter a particular retail outlet within an hour. Solution",104
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.2 Poisson Distribution,Exercise 62. Warehouse Management Problem,A small e-commerce company receives an average of 3 fragile product orders per day. The warehouse capacity allows careful handling of up to 5 fragile product orders daily without incurring overload damage. Calculate the probability that the number of fragile orders received in one day exceeds the manageable number of 5 orders. Solution,105
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.3 Exponential Distribution,Exercise 63. Managing Customer Flow in a Retail Store,"An electronics store has observed that the average waiting time between the arrival of one customer and the next is 5 minutes. The store manager wants to improve staff efficiency and optimize customer service. Calculate the probability that, in any given period, two customers will arrive less than 10 minutes apart.",107
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.3 Exponential Distribution,Exercise 64. Efficiency of a Call Center's Response,"In a telemarketing service company, the team manager is evaluating the effectiveness of its customer response system. Currently, the average response time of the operators, from the moment a call arrives until its actual handling, is 2 minutes. We want to determine the probability that a customer will have to wait more than 3 minutes before receiving a response, as they typically hang up at that point. Evaluating this probability will help the company to verify the adequacy of its resources and implement any improvements to avoid losing contact with potential customers.",108
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.4 Uniform Distribution,Exercise 65. Sales Analysis in a Clothing Store,"A clothing store receives daily supplies of a particular item of clothing. The supply manager, to better plan orders, has determined that the number of items sold daily ranges from a minimum of 10 to a maximum of 50 items. With this in mind, calculate the average number of items sold per day. Assume that sales are equally likely in this range.",110
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.4 Uniform Distribution,Exercise 66. Optimization of Logistics in a Warehouse,"An e-commerce company wants to optimize warehouse management. They know that the delivery time of a supplier for orders varies from 2 to 5 days. The logistics manager wants to determine the probability that the delivery time for an order is less than 4 days. Also, calculate the average delivery time and discuss how this information could influence the management of safety stock in the warehouse.",111
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.5 Triangular Distribution,Exercise 67. Optimization of the Product Launch Timeline,"In a software development company, the project team is planning the launch of a new product. It is estimated that the time necessary to complete the final testing phase varies between a minimum of 5 days and a maximum of 15 days. Historical information and team experience suggest that the most likely time to complete this activity is around 10 days. However, the marketing team needs to know the probability that this phase will take more than 10 days in order to plan any corrective actions. Determine this probability considering that the time taken follows a specific continuous distribution between days 5 and 15.",113
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.5 Triangular Distribution,Exercise 68. Inventory Management and Delivery Time Estimation,"An online store selling technology products is optimizing the inventory management of its warehouses. The company wants to predict the time needed to receive a new batch of products from an overseas supplier. Based on previous experiences, the delivery time can vary between a minimum of 7 days and a maximum of 21 days. However, a delivery time of 14 days is considered the most probable according to the commercial agreements with the supplier. The logistics manager would like to know the probability that an order will take less than 12 days to arrive, in order to improve the planning of sales promotions and warehouse management. Calculate this probability.",114
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.6 Normal Distribution,Exercise 69. Delivery Time Analysis,"A logistics company has recorded the delivery times of its packages in various cities. Delivery times are influenced by numerous factors such as traffic, weather conditions, and distance. Management wants to estimate the average delivery time in a specific city to optimize customer service. A study is conducted where 45 days are randomly selected, and delivery times for each package are recorded. The result is a dataset with an average of 50 minutes and a standard deviation of 10 minutes. Determine the probability that the average delivery time exceeds 52 minutes based on the sample taken, assuming the distribution of delivery times on any given day can vary. Assume the normality of the samples in the calculations.",116
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 5 Probability Distributions,5.6 Normal Distribution,Exercise 70. Customer Satisfaction Analysis,"A restaurant chain wants to evaluate the average customer satisfaction to improve service quality. Management decides to collect data from satisfaction surveys filled in by customers over 60 different days. The satisfaction score is a numerical measure ranging from 1 to 100, and the collected data show an average of 80 with a standard deviation of 12. The company wants to know the probability that the average satisfaction calculated over these 60 days is less than 78, considering that satisfaction on any given day can vary depending on several factors such as waiting time, service quality, and the menu of the day. Assume the validity of the normal distribution of satisfaction scores calculated over the samples.",118
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.1 Student's t-test for a Single Sample Mean,Exercise 71,"Performance Analysis of a New Company Search Engine A large e- commerce company recently implemented a new search engine on its website. Before the change, the average time to find a product was 2.5 seconds. Management wants to verify if the new search engine has indeed changed the average time required to find a product. For this reason, a random sample of 30 recent searches was selected, showing an average of 2.7 seconds and a standard deviation of 0.6 seconds. Assuming that the distribution of search times follows a normal distribution, determine if there is a significant difference in the average search time with a significance level of 5%.",123
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.1 Student's t-test for a Single Sample Mean,Exercise 72,"Performance Analysis of Production Machines A manufacturing company is evaluating the efficiency of its production machines after a recent major maintenance intervention. Historically, the average time to produce one unit was 1.2 minutes. After the intervention, to determine if there was an improvement in production performance, an engineer collected a random sample of 25 units produced, recording an average time of 1.1 minutes and a standard deviation of 0.3 minutes. Given this scenario and a 5% significance level, the company wants to understand whether the maintenance intervention has improved the average production time.",124
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6. 2 Student's t-test for the Means of Two Samples,Exercise 73,"Productivity Analysis in Two Plants A manufacturing company has two plants, one located in Milan and the other in Rome. Management wants to compare the average productivity of the two plants to determine if one is significantly more productive. For this reason, production hours per shift are collected in both plants. The sample data are as follows: . Milan: [8, 7.5, 8, 7, 8.5, 9, 7.8, 8.2, 8, 7.5] . Rome: [6, 6.5, 7, 6, 6.8, 7.2, 7, 6.5, 6.7, 7.1] Suppose the variances of the two populations are different. Verify, using a significance level of 5%, whether there is a significant difference between the two productivity means.",127
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6. 2 Student's t-test for the Means of Two Samples,Exercise 74,"Comparison between Two New Marketing Campaigns A company specializing in digital marketing has launched two new online advertising campaigns to promote a beauty product. The campaigns were managed on two different social media platforms: the first on Instagram and the second on Facebook. After one month, data was collected on purchases made by users who interacted with the ads on both platforms: • Instagram: [85, 90, 88, 92, 89, 91, 87, 86, 95, 94] • Facebook: [80, 78, 85, 82, 81, 83, 79, 77, 84, 82] The management wants to determine if the difference in the average number of purchases prompted by the two platforms is significant. A significance level of 5% is used.",128
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.3 Z-test on Proportions,Exercise 75,"Exploratory Analysis of a Marketing Campaign A software company launched a new SaaS product on the market and initiated a marketing campaign to promote it. Historically, the average conversion rate of potential customers to paying subscribers for similar products has been 4%. After the first month of the campaign, the marketing team collected data and found that out of 1200 potential customers, 60 became paying subscribers. Using a significance level of 5%, the team intends to verify if the campaign has led to a significant difference in the conversion rate compared to the historical average. Determine if the campaign had an impact on the conversion rate.",132
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.3 Z-test on Proportions,Exercise 76,"Verification of the Effectiveness of a Quality Improvement Strategy A manufacturing company wishes to improve the quality of products in one of its automotive production lines. Historically, the percentage of defective parts has been 8%. After implementing a new quality control strategy, a sample of 500 parts was inspected, and it was found that 30 of these were defective. Management wants to know if the new strategy has led to a significant change in the percentage of defective parts. Using a 5% significance level, determine if there is a significant difference in the defect percentage.",134
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.4 One-Way ANOVA on the Mean of Multiple Groups,Exercise 77. Analysis of Differences in Customer Service Response Times Across Different Regions,"A major e-commerce company wants to evaluate whether there are significant differences in customer service response times across different regions. The collected data includes average response times (in minutes) for three different regions: North, Center, and South. A statistical analysis is requested to determine if the average response time differences between the regions are significant. Data: . North: 10, 12, 15, 14, 13 . Center: 9, 8, 10, 11, 10 . South: 14, 16, 15, 17, 15 Determine if there are significant differences in the average response times among the three regions. Assume that the distributions are normal with equal variance.",137
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.4 One-Way ANOVA on the Mean of Multiple Groups,Exercise 78. Customer Satisfaction Analysis in Different Branches,"A chain of retail stores wants to understand if there are significant differences in customer satisfaction between different branches located in distinct geographical areas. The collected data includes the average customer satisfaction score (on a scale from 1 to 10) for three branches located in different areas: Urban, Suburban, and Rural. Collected data: . Urban: 7, 8, 7, 6, 9 • Suburban: 5, 6, 5, 7, 6 . Rural: 8, 7, 9, 9, 8 Determine whether the differences in average customer satisfaction scores between branches are statistically significant. Assume the distributions are normal and have the same variance.",138
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.5 Kruskal-Wallis Test on the Median of Multiple Groups,Exercise 79. Performance Analysis of Sales Teams,"A clothing company wants to compare the sales performance of three different teams located in Northern, Central, and Southern Italy. Each team provided weekly revenue for a period of one month. The collected data is as follows: . North: [1500, 1600, 1650, 1580] . Central: [1400, 1490, 1520, 1470] . South: [1550, 1450, 1500, 1480] The company wants to determine if there are significant differences in the sales performance of the three teams. Assuming that the data might not follow a normal distribution, how should the company proceed?",142
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.5 Kruskal-Wallis Test on the Median of Multiple Groups,Exercise 80. Customer Satisfaction Comparison Between Departments,"A technology company wants to evaluate the level of satisfaction of the customers managed by three support departments: Software, Hardware, and Networks. For each department, feedback scores have been collected from various customers as follows: • Software: [85, 90, 78, 88, 92] • Hardware: [80, 82, 78, 76, 85] . Networks: [88, 85, 84, 87, 90] The company wants to determine if there are significant differences in the customer satisfaction levels among the three departments. Considering that the feedback scores may not follow a normal distribution, how should the company proceed to reach a significant conclusion?",143
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.6 Levene ’s Test for Equality of Variances Across Multiple Groups,Exercise 81. Comparison of Quarterly Sales Variances Between Two Regions,"An international company produces and distributes industrial machinery worldwide. The company's marketing division wants to determine if the variability of quarterly sales differs significantly between two regions: Western Europe and Eastern Asia. Analysts have collected data on quarterly sales, recording the value for each quarter over the past five years for both regions. The data are as follows: • Western Europe (in millions of euros): [20, 22, 23, 25, 21, 24, 26, 23, 24, 22, 25, 23, 24, 22, 25, 27, 20, 22, 23, 24] . Eastern Asia (in millions of euros): [18, 20, 21, 19, 20, 22, 23, 21, 19, 20, 21, 20, 18, 21, 23, 22, 20, 19, 21, 20] It is required to determine if there is a significant difference in the variability of quarterly sales between the two regions. Calculate and interpret the results of the appropriate statistical test.",146
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.6 Levene ’s Test for Equality of Variances Across Multiple Groups,Exercise 82. Analysis of Turnover Variability,"A major consulting firm has divided its workforce into three regional teams: North America, Europe, and Asia-Pacific. Each team has worked on similar projects and now the human resources department wants to check if there is a significant difference in the quarterly staff turnover variability among these three regions. The recent data related to turnover rates for the last six quarters are: . North America: [5.2, 4.9, 5.5, 5.0, 5.3, 5.1] . Europe: [5.7, 5.5, 5.8, 5.6, 5.9, 5.7] • Asia-Pacific: [4.8, 4.7, 4.9, 4.8, 4.6, 4.7] Determine if there is a significant difference in turnover variability among the three groups using an appropriate statistical test.",147
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.7 One-Sample Kolmogorov-Smirnov Test,Exercise 83. Analysis of Product Demand,"An electronics company wants to understand if the weekly distribution of sales for a new smartphone model follows a certain predictive normal distribution. This predictive distribution has been built based on weekly sales of similar models over the past five years. The company collected a 10-week sales sample for the new smartphone model, with the following sales data (in units): 110, 112, 107, 115, 108, 111, 116, 109, 113, 114. The predictive distribution can be described as a normal with mean p = 112 and standard deviation o = 3. It is required to verify if the sales sample belongs to the predictive distribution. Use a significance level of 5%.",150
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.7 One-Sample Kolmogorov-Smirnov Test,Exercise 84. Analysis of Production Quality at a Bottling Plant,"A bottled beverage company has recently upgraded one of its bottling plants and wants to evaluate if the production quality in terms of bottle fill volume follows the expected distribution based on historical performance. A previous study established that the liquid volume in bottles should follow a normal distribution with a mean of p = 500 ml and a standard deviation of a = 5 ml. The company decides to test the quality by taking a sample of 15 bottles filled at the new plant, with the following measured volumes (in ml): 498, 502, 501, 499, 500, 503, 497, 499, 501, 500, 500, 498, 504, 505, 496. The company wants to statistically determine whether the volume filled by the new machines can be considered consistent with their expected normal distribution, using a significance level of 5%.",151
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.8 Two-Sample Kolmogorov-Smirnov Test,Exercise 85. Analysis of Sales Distribution,"An e-commerce company wants to understand if purchasing habits between two user groups, originating from two different advertising campaigns, are statistically different. Data on transaction values made by each group during an entire month have been collected. Group A made the following purchases (in euros): 89, 95, 102, 110, 74, 93, 87, 105, 99, 91. Group B, however, made the following purchases (in euros): 77, 85, 112, 120, 108, 92, 95,",153
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.8 Two-Sample Kolmogorov-Smirnov Test,Exercise 86. Differences in Purchasing Behavior Between Advertising Campaigns,"A fashion company launched two distinct advertising campaigns to promote their new autumn collection. After a month, the company's marketing team wants to analyze whether there are significant differences in sales generated by each campaign. Sales data (in number of items sold) were collected for ten consecutive days for each target group. Campaign 1 recorded the following daily sales: [12, 15, 14, 10, 13, 17, 20, 15, 16, 14]. Campaign 2 recorded the following daily sales instead: [18, 14, 17, 15, 20, 22, 19, 17, 16, 21]. The management requires a statistical analysis to determine if the sales distributions differ significantly. A standard significance level of a = 0.05 is assumed. Accompany your response with the statistical reasoning of the case.",155
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.9 Shapiro-Wilk Normality Test,Exercise 87. Verification of Normality in Delivery Times,"In a logistics company, the quality manager wants to analyze delivery times to evaluate if the data follows a normal distribution. The times were collected for 30 recent deliveries (expressed in days): [2.3, 2.5, 3.1, 2.8, 3.0, 2.7, 2.9, 2.6, 3.4, 3.2, 3.0, 2.5, 3.5, 3.0, 2.8, 2.6, 2.7, 3.3, 3.1, 2.9, 2.4, 3.5, 2.8, 2.6, 2.9, 3.0, 2.7, 3.1, 3.0, 2.8]. The manager suspects that variability in delivery times might affect the logistics process. Analyze the collected data to confirm the hypothesis that they follow a normal distribution",157
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.9 Shapiro-Wilk Normality Test,Exercise 88. Analysis of Order Preparation Time in a Restaurant,"In a chain restaurant, the operations manager wants to evaluate whether the preparation times for main courses follow a statistical model intended to optimize kitchen resources. The preparation times for 40 main dishes (in minutes) were collected during a typical lunch shift: [12.2, 10.8, 11.5, 13.6, 12.0, 11.7, 12.4, 13.1, 10.9, 11.3, 12.6, 13.0, 12.8, 11.4, 12.1, 13.3, 12.9, 11.6, 13.5, 12.3, 11.0, 10.8, 13.7, 12.5, 11.9, 13.4, 12.7, 11.2, 11.8, 13.2]. The manager intends to determine if the preparation times can be considered normal to more accurately predict staff needs. Evaluate the data to confirm whether they follow a",158
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.10 Chi-Square Test on Contingency Tables,Exercise 89. Analysis of Purchasing Patterns in a Supermarket,"A supermarket wants to understand if there is a significant relationship between the age groups of customers and their preference for certain types of products. They have divided the clientele into three age groups: 18-30, 31-50, and over 50. The products have been classified into three categories: Fresh, Canned, and Frozen. Observations on a thousand buyers have been recorded in the following table. Table 6.1: Age groups and product categories.Age GroupFreshCannedFrozen 18-30 150 60 90 31-50 200 90 110 Over 50 250 110 130 Analyze the data and determine if there is a significant association between the age groups of customers and their product type preferences. Use a significance level of 5%.",161
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.10 Chi-Square Test on Contingency Tables,Exercise 90. Analysis of Corporate Transportation Preferences Based on Job Position,"A multinational company wishes to understand if there is a significant relationship between the job position of its employees and their choice of transportation method for commuting. The positions are divided into three categories: Junior, Middle, and Senior. The chosen modes of transport are: Car, Public Transport, and Bicycle. Data from a sample of 900 employees was collected in the following table.",163
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.11 Fisher's Exact Test on 2x2 Tables,Exercise 91,Analysis of the Impact of an Advertising Campaign An e-commerce company wants to determine the effectiveness of a new advertising campaign. The company has launched a campaign on two different social media platforms and wants to understand if the campaign has significantly influenced purchasing behavior. The company collected the following data one month after the campaign: PurchaseNo Purchase Active Advertisement 45 55 Inactive Advertisement30 70 Table 6.4: Impact of the campaign. Evaluate if there is a significant difference in purchasing behavior between the two groups (with active advertisement and without advertisement).,166
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 6 Hypothesis Testing,6.11 Fisher's Exact Test on 2x2 Tables,Exercise 92,"Analysis of the effectiveness of a promotional strategy A supermarket chain has implemented a new promotional strategy to increase sales of a certain brand A product. The promotion was conducted in some selected stores, while no promotional strategy was implemented in other stores. After a month, the company wants to understand if the promotional strategy had a significant impact on the product's sales. The company collected the following data on the sales of brand A product: High SalesLow Sales Stores with promotion 80 40 Stores without promotion60 60 Table 6.5: Impact of the promotional strategy. Evaluate if there is a significant difference in sales of brand A product between stores with and without promotion.",167
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.1 Confidence Intervals for the Mean,Exercise 93,"Analysis of Monthly Sales in Two Different Regions A company wants to compare the sales efficiency between two regions: Region A and Region B. Over the past year, they have collected data on the monthly sales for each region. The management wants an accurate estimate of the average monthly sales for each region and wants to know if there is a significant difference between the two regions. For both regions, the collected data are as follows (in thousands of euros): Region A: [65, 70, 62, 68, 74, 69, 72, 71, 66, 73, 75, 68] Region B: [60, 62, 58, 66, 63, 65, 67, 64, 61, 66, 62, 67] Calculate the 95% confidence interval for the average sales of each region and compare the two intervals to determine if the sales efficiency significantly differs between the two regions.",171
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.1 Confidence Intervals for the Mean,Exercise 94,"Analysis of the performance of two project teams A technology company has two software development teams: Team X and Team Y. Over the past year, the company has tracked the number of projects completed monthly by each team. The company management desires an accurate estimate of the average number of projects completed monthly for each team and wants to know if there is a significant difference in performance between the two teams. For both teams, the collected data are as follows (projects completed monthly): . Team X: [8, 9, 7, 10, 12, 11, 13, 8, 9, 11, 10, 12] • Team Y: [7, 8, 6, 9, 8, 10, 7, 9, 6, 8, 7, 9] Calculate the 95% confidence interval for the mean number of projects completed by each team and compare the two intervals to determine if the performance differs significantly between the two teams.",173
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.1 Confidence Intervals for the Mean,Exercise 95,"Operational Efficiency Analysis of a Company A technology company recently implemented a new warehouse management system with the aim of improving operational efficiency. After one month of implementation, the company management wants to verify whether the average order processing time, calculated in minutes, has improved compared to the previous company benchmark of 30 minutes. Data related to the processing time for a random sample of 50 orders were collected, and an average of 28 minutes with a standard deviation of 5 minutes was calculated. 1. Calculate and interpret a 95% confidence interval for the average order processing time after the implementation of the new system. 2. Based on the calculated confidence interval, can the company conclude that the new system is more efficient than the benchmark of 30 minutes? Justify your answer.",175
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.1 Confidence Intervals for the Mean,Exercise 96,"Operational Efficiency Analysis and Benchmark Comparison A supermarket chain recently introduced a new payment system aiming to reduce the average waiting time in line. Historically, the company's benchmark for the average waiting time is 10 minutes. To evaluate the effectiveness of the new system, a study was conducted on a random sample of 60 receipts, recording an average waiting time of 8.5 minutes with a standard deviation of 2 minutes. 1. Calculate and interpret a 95% confidence interval for the average waiting time in line with the new payment system. 2. Based on the calculated confidence interval, can the company consider the new system more efficient than the previous benchmark of 10 minutes? Justify your answer.",176
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.2 Confidence Intervals for Proportions,Exercise 97,"Analysis of the Return Rate of Advertising Campaigns An e-commerce company wants to evaluate the effectiveness of two different online advertising campaigns, called Campaign A and Campaign B, launched in the same period. For both Campaign A and Campaign B, it recorded the total number of ad views and the number of conversions (purchases made). The data are as follows: • Campaign A: 1200 views, 300 conversions • Campaign B: 1500 views, 360 conversions Calculate the 95% confidence interval for the conversion rate of both campaigns. Compare the two conversion rates and determine if the difference is statistically significant at the 5% significance level. Assuming that the number of views is sufficient to allow a normal approximation, your task is to help the company understand which campaign was more effective.",179
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.2 Confidence Intervals for Proportions,Exercise 98,"Analysis of the effectiveness of two discount strategies A supermarket wants to evaluate the effectiveness of two different discount strategies applied to a particular product, referred to as Product X, during a specific week. Strategy 1 offered a 10% discount, while Strategy 2 provided a voucher of 5 euros on the total purchase for customers who bought at least one unit of Product X. The following data were collected: • Strategy 1: 800 total customers during the week, 240 purchased Product X. • Strategy 2: 1000 total customers during the week, 310 purchased Product X.",180
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.2 Confidence Intervals for Proportions,Exercise 99. Market Analysis: Customer Satisfaction Evaluation,"An e-commerce company wants to evaluate its customers' satisfaction with its delivery services. In the past, an industry research showed a benchmark satisfaction level of 0.88 (88% satisfied customers). The company recently conducted a survey on a random sample of 150 customers, discovering that 132 customers are satisfied. Based on these results, you need to: 1. Calculate the 95% confidence interval for the proportion of satisfied customers of the company. 2. Determine, with a 5% level of significance, if the customer satisfaction of the company is in line with the industry benchmark. Solve the above points, explaining each step.",182
Statistics with Python. 100 solved exercises for Data Analysis,stats_py_malato_2025,Chapter 7 Confidence Intervals,7.2 Confidence Intervals for Proportions,Exercise 100. Analysis of Telephone Customer Service Quality,"A telephone service company has received numerous reports about call quality. According to a sector survey conducted last year, the quality benchmark for similar services was 0.90 (90% of calls without disturbances). The company recently conducted a survey on a random sample of 120 customers and found that 105 of them confirmed calls without issues. Based on these results, it is required to: 1. Calculate the 95% confidence interval for the proportion of customers satisfied with call quality. 2. Determine, with a significance level of 5%, if the company's call quality is in line with the sector benchmark.",184
